"Accession"	"Description"	"Gene"	"Uniprot"	"Family"	"Score"	"Coverage"	"X..Proteins"	"X..Unique.Peptides"	"X..Peptides"	"X..PSMs"	"Area"	"X..AAs"	"MW..kDa."	"calc..pI"	"cellLine"	"replicate"	"referenceSample"	"refSampleReplicate"	"ratio"	"variability"	"count"	"condition"	"log2ratio"
"A0A087WXX9"	"5-AMP-activated protein kinase catalytic subunit alpha-2 OS	PRKAA2	AAPK2	CAMK	228.28	36.41%	2	10	19	132	2.76e+10	552	62.3	7.61	HS01	1	HS11	2	1.166	7.6	9	HS01_1/HS11_2	0.221567788538409
A0A087WXX9	5-AMP-activated protein kinase catalytic subunit alpha-2 OS"	"PRKAA2"	"AAPK2"	"CAMK"	228.28	"36.41%"	2	10	19	132	2.76e+10	552	62.3	7.61	"HS01"	1	"HS11"	3	0.971	7.1	9	"HS01_1/HS11_3"	-0.0424567992428948
"A0A087WXX9"	"5-AMP-activated protein kinase catalytic subunit alpha-2 OS	PRKAA2	AAPK2	CAMK	228.28	36.41%	2	10	19	132	2.76e+10	552	62.3	7.61	HS01	2	HS11	1	0.805	15.6	9	HS01_2/HS11_1	-0.312939311660108
A0A087WXX9	5-AMP-activated protein kinase catalytic subunit alpha-2 OS"	"PRKAA2"	"AAPK2"	"CAMK"	228.28	"36.41%"	2	10	19	132	2.76e+10	552	62.3	7.61	"HS01"	2	"HS11"	2	0.834	5.6	9	"HS01_2/HS11_2"	-0.261880711217424
"A0A087WXX9"	"5-AMP-activated protein kinase catalytic subunit alpha-2 OS	PRKAA2	AAPK2	CAMK	228.28	36.41%	2	10	19	132	2.76e+10	552	62.3	7.61	HS01	2	HS11	3	1.172	10.1	9	HS01_2/HS11_3	0.228972569760161
A0A087WXX9	5-AMP-activated protein kinase catalytic subunit alpha-2 OS"	"PRKAA2"	"AAPK2"	"CAMK"	228.28	"36.41%"	2	10	19	132	2.76e+10	552	62.3	7.61	"HS01"	3	"HS11"	1	1.037	12.9	9	"HS01_3/HS11_1"	0.0524158941511385
"A0A087WXX9"	"5-AMP-activated protein kinase catalytic subunit alpha-2 OS	PRKAA2	AAPK2	CAMK	228.28	36.41%	2	10	19	132	2.76e+10	552	62.3	7.61	HS01	3	HS11	2	1.03	7.1	9	HS01_3/HS11_2	0.0426443374084937
A0A087WXX9	5-AMP-activated protein kinase catalytic subunit alpha-2 OS"	"PRKAA2"	"AAPK2"	"CAMK"	228.28	"36.41%"	2	10	19	132	2.76e+10	552	62.3	7.61	"HS01"	3	"HS11"	3	1.172	15.9	9	"HS01_3/HS11_3"	0.228972569760161
"A0A087WXX9"	"5-AMP-activated protein kinase catalytic subunit alpha-2 OS	PRKAA2	AAPK2	CAMK	228.28	36.41%	2	10	19	132	2.76e+10	552	62.3	7.61	HS11	2	HS11	1	1.018	11.2	9	HS11_2/HS11_1	0.0257375614136083
A0A087WXX9	5-AMP-activated protein kinase catalytic subunit alpha-2 OS"	"PRKAA2"	"AAPK2"	"CAMK"	228.28	"36.41%"	2	10	19	132	2.76e+10	552	62.3	7.61	"HS11"	3	"HS11"	1	0.97	13.8	9	"HS11_3/HS11_1"	-0.0439433475875971
"A0A087WY58"	"Serine/threonine-protein kinase Nek3 OS"	"NEK3"	"NEK3"	"NEK"	88.09	"29.38%"	6	13	13	47	8.89e+08	497	56.6	6.71	"HS01"	1	"HS11"	1	1.005	14	27	"HS01_1/HS11_1"	0.00719550140420377
"A0A087WY58"	"Serine/threonine-protein kinase Nek3 OS"	"NEK3"	"NEK3"	"NEK"	88.09	"29.38%"	6	13	13	47	8.89e+08	497	56.6	6.71	"HS01"	1	"HS11"	2	1.071	13.9	27	"HS01_1/HS11_2"	0.0989584800881688
"A0A087WY58"	"Serine/threonine-protein kinase Nek3 OS"	"NEK3"	"NEK3"	"NEK"	88.09	"29.38%"	6	13	13	47	8.89e+08	497	56.6	6.71	"HS01"	1	"HS11"	3	0.982	18	27	"HS01_1/HS11_3"	-0.026205070347394
"A0A087WY58"	"Serine/threonine-protein kinase Nek3 OS"	"NEK3"	"NEK3"	"NEK"	88.09	"29.38%"	6	13	13	47	8.89e+08	497	56.6	6.71	"HS01"	2	"HS11"	1	0.974	12.1	27	"HS01_2/HS11_1"	-0.0380063225797449
"A0A087WY58"	"Serine/threonine-protein kinase Nek3 OS"	"NEK3"	"NEK3"	"NEK"	88.09	"29.38%"	6	13	13	47	8.89e+08	497	56.6	6.71	"HS01"	2	"HS11"	2	0.954	18.3	27	"HS01_2/HS11_2"	-0.0679388286565756
"A0A087WY58"	"Serine/threonine-protein kinase Nek3 OS"	"NEK3"	"NEK3"	"NEK"	88.09	"29.38%"	6	13	13	47	8.89e+08	497	56.6	6.71	"HS01"	2	"HS11"	3	1.008	18.3	27	"HS01_2/HS11_3"	0.0114956388378294
"A0A087WY58"	"Serine/threonine-protein kinase Nek3 OS"	"NEK3"	"NEK3"	"NEK"	88.09	"29.38%"	6	13	13	47	8.89e+08	497	56.6	6.71	"HS01"	3	"HS11"	1	0.922	16.8	27	"HS01_3/HS11_1"	-0.117161344232749
"A0A087WY58"	"Serine/threonine-protein kinase Nek3 OS"	"NEK3"	"NEK3"	"NEK"	88.09	"29.38%"	6	13	13	47	8.89e+08	497	56.6	6.71	"HS01"	3	"HS11"	2	1.008	12	27	"HS01_3/HS11_2"	0.0114956388378294
"A0A087WY58"	"Serine/threonine-protein kinase Nek3 OS"	"NEK3"	"NEK3"	"NEK"	88.09	"29.38%"	6	13	13	47	8.89e+08	497	56.6	6.71	"HS01"	3	"HS11"	3	0.926	17.6	27	"HS01_3/HS11_3"	-0.110915901401851
"A0A087WY58"	"Serine/threonine-protein kinase Nek3 OS"	"NEK3"	"NEK3"	"NEK"	88.09	"29.38%"	6	13	13	47	8.89e+08	497	56.6	6.71	"HS11"	2	"HS11"	1	0.907	15.1	27	"HS11_2/HS11_1"	-0.140825544133565
"A0A087WY58"	"Serine/threonine-protein kinase Nek3 OS"	"NEK3"	"NEK3"	"NEK"	88.09	"29.38%"	6	13	13	47	8.89e+08	497	56.6	6.71	"HS11"	3	"HS11"	1	0.891	15.9	27	"HS11_3/HS11_1"	-0.166502663140165
"A0A096LNR9"	"Cyclin-dependent kinase-like 5 (Fragment) OS"	"CDKL5"	"CDKL5"	"CMGC"	25.91	"7.78%"	10	3	5	12	8.42e+09	784	88.2	9.29	"HS01"	1	"HS11"	1	0.872	26.2	2	"HS01_1/HS11_1"	-0.197599959885161
"A0A096LNR9"	"Cyclin-dependent kinase-like 5 (Fragment) OS"	"CDKL5"	"CDKL5"	"CMGC"	25.91	"7.78%"	10	3	5	12	8.42e+09	784	88.2	9.29	"HS01"	1	"HS11"	2	0.75	23.1	2	"HS01_1/HS11_2"	-0.415037499278844
"A0A096LNR9"	"Cyclin-dependent kinase-like 5 (Fragment) OS"	"CDKL5"	"CDKL5"	"CMGC"	25.91	"7.78%"	10	3	5	12	8.42e+09	784	88.2	9.29	"HS01"	1	"HS11"	3	0.669	15.4	2	"HS01_1/HS11_3"	-0.579921884020626
"A0A096LNR9"	"Cyclin-dependent kinase-like 5 (Fragment) OS"	"CDKL5"	"CDKL5"	"CMGC"	25.91	"7.78%"	10	3	5	12	8.42e+09	784	88.2	9.29	"HS01"	2	"HS11"	1	0.75	42.9	2	"HS01_2/HS11_1"	-0.415037499278844
"A0A096LNR9"	"Cyclin-dependent kinase-like 5 (Fragment) OS"	"CDKL5"	"CDKL5"	"CMGC"	25.91	"7.78%"	10	3	5	12	8.42e+09	784	88.2	9.29	"HS01"	2	"HS11"	2	0.9	39.5	2	"HS01_2/HS11_2"	-0.15200309344505
"A0A096LNR9"	"Cyclin-dependent kinase-like 5 (Fragment) OS"	"CDKL5"	"CDKL5"	"CMGC"	25.91	"7.78%"	10	3	5	12	8.42e+09	784	88.2	9.29	"HS01"	2	"HS11"	3	0.757	9.4	2	"HS01_2/HS11_3"	-0.401634794676355
"A0A096LNR9"	"Cyclin-dependent kinase-like 5 (Fragment) OS"	"CDKL5"	"CDKL5"	"CMGC"	25.91	"7.78%"	10	3	5	12	8.42e+09	784	88.2	9.29	"HS01"	3	"HS11"	1	0.836	16.5	2	"HS01_3/HS11_1"	-0.258425152581204
"A0A096LNR9"	"Cyclin-dependent kinase-like 5 (Fragment) OS"	"CDKL5"	"CDKL5"	"CMGC"	25.91	"7.78%"	10	3	5	12	8.42e+09	784	88.2	9.29	"HS01"	3	"HS11"	2	1.003	13.5	2	"HS01_3/HS11_2"	0.00432160595009347
"A0A096LNR9"	"Cyclin-dependent kinase-like 5 (Fragment) OS"	"CDKL5"	"CDKL5"	"CMGC"	25.91	"7.78%"	10	3	5	12	8.42e+09	784	88.2	9.29	"HS01"	3	"HS11"	3	0.785	21.6	2	"HS01_3/HS11_3"	-0.349235440883098
"A0A096LNR9"	"Cyclin-dependent kinase-like 5 (Fragment) OS"	"CDKL5"	"CDKL5"	"CMGC"	25.91	"7.78%"	10	3	5	12	8.42e+09	784	88.2	9.29	"HS11"	2	"HS11"	1	0.897	4.5	2	"HS11_2/HS11_1"	-0.156820109742826
"A0A096LNR9"	"Cyclin-dependent kinase-like 5 (Fragment) OS"	"CDKL5"	"CDKL5"	"CMGC"	25.91	"7.78%"	10	3	5	12	8.42e+09	784	88.2	9.29	"HS11"	3	"HS11"	1	1.053	1.5	2	"HS11_3/HS11_1"	0.0745054363636298
"A0A0A0MQR1"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K5"	"M4K5"	"STE"	131.31	"29.79%"	6	22	22	52	1.07e+09	846	95	7.83	"HS01"	1	"HS11"	1	0.891	20.3	44	"HS01_1/HS11_1"	-0.166502663140165
"A0A0A0MQR1"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K5"	"M4K5"	"STE"	131.31	"29.79%"	6	22	22	52	1.07e+09	846	95	7.83	"HS01"	1	"HS11"	2	0.914	20.7	44	"HS01_1/HS11_2"	-0.129733929604017
"A0A0A0MQR1"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K5"	"M4K5"	"STE"	131.31	"29.79%"	6	22	22	52	1.07e+09	846	95	7.83	"HS01"	1	"HS11"	3	0.929	23.1	44	"HS01_1/HS11_3"	-0.106249498279434
"A0A0A0MQR1"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K5"	"M4K5"	"STE"	131.31	"29.79%"	6	22	22	52	1.07e+09	846	95	7.83	"HS01"	2	"HS11"	1	1.008	20.1	44	"HS01_2/HS11_1"	0.0114956388378294
"A0A0A0MQR1"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K5"	"M4K5"	"STE"	131.31	"29.79%"	6	22	22	52	1.07e+09	846	95	7.83	"HS01"	2	"HS11"	2	0.974	17	44	"HS01_2/HS11_2"	-0.0380063225797449
"A0A0A0MQR1"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K5"	"M4K5"	"STE"	131.31	"29.79%"	6	22	22	52	1.07e+09	846	95	7.83	"HS01"	2	"HS11"	3	0.927	14.1	44	"HS01_2/HS11_3"	-0.109358756036556
"A0A0A0MQR1"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K5"	"M4K5"	"STE"	131.31	"29.79%"	6	22	22	52	1.07e+09	846	95	7.83	"HS01"	3	"HS11"	1	1.061	18.5	44	"HS01_3/HS11_1"	0.0854246562526777
"A0A0A0MQR1"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K5"	"M4K5"	"STE"	131.31	"29.79%"	6	22	22	52	1.07e+09	846	95	7.83	"HS01"	3	"HS11"	2	1.017	15.4	44	"HS01_3/HS11_2"	0.0243196791954129
"A0A0A0MQR1"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K5"	"M4K5"	"STE"	131.31	"29.79%"	6	22	22	52	1.07e+09	846	95	7.83	"HS01"	3	"HS11"	3	0.827	17.5	44	"HS01_3/HS11_3"	-0.274040765490812
"A0A0A0MQR1"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K5"	"M4K5"	"STE"	131.31	"29.79%"	6	22	22	52	1.07e+09	846	95	7.83	"HS11"	2	"HS11"	1	0.971	19.4	44	"HS11_2/HS11_1"	-0.0424567992428948
"A0A0A0MQR1"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K5"	"M4K5"	"STE"	131.31	"29.79%"	6	22	22	52	1.07e+09	846	95	7.83	"HS11"	3	"HS11"	1	0.952	13	44	"HS11_3/HS11_1"	-0.0709665213541436
"A0A0A0MQW1"	"Protein kinase C OS"	"KSR1"	"KSR1"	"TKL"	7.69	"3.66%"	4	3	3	4	1.55e+08	846	94.3	8.69	"HS01"	1	"HS11"	1	1.48	1.8	3	"HS01_1/HS11_1"	0.565597175854225
"A0A0A0MQW1"	"Protein kinase C OS"	"KSR1"	"KSR1"	"TKL"	7.69	"3.66%"	4	3	3	4	1.55e+08	846	94.3	8.69	"HS01"	1	"HS11"	2	1.463	3.5	3	"HS01_1/HS11_2"	0.5489297694764
"A0A0A0MQW1"	"Protein kinase C OS"	"KSR1"	"KSR1"	"TKL"	7.69	"3.66%"	4	3	3	4	1.55e+08	846	94.3	8.69	"HS01"	1	"HS11"	3	0.809	6.6	3	"HS01_1/HS11_3"	-0.305788392232109
"A0A0A0MQW1"	"Protein kinase C OS"	"KSR1"	"KSR1"	"TKL"	7.69	"3.66%"	4	3	3	4	1.55e+08	846	94.3	8.69	"HS01"	2	"HS11"	1	0.632	5.7	3	"HS01_2/HS11_1"	-0.662003536484984
"A0A0A0MQW1"	"Protein kinase C OS"	"KSR1"	"KSR1"	"TKL"	7.69	"3.66%"	4	3	3	4	1.55e+08	846	94.3	8.69	"HS01"	2	"HS11"	2	0.66	19	3	"HS01_2/HS11_2"	-0.599462070416271
"A0A0A0MQW1"	"Protein kinase C OS"	"KSR1"	"KSR1"	"TKL"	7.69	"3.66%"	4	3	3	4	1.55e+08	846	94.3	8.69	"HS01"	2	"HS11"	3	1.186	12.2	3	"HS01_2/HS11_3"	0.246104009883917
"A0A0A0MQW1"	"Protein kinase C OS"	"KSR1"	"KSR1"	"TKL"	7.69	"3.66%"	4	3	3	4	1.55e+08	846	94.3	8.69	"HS01"	3	"HS11"	1	0.812	4.8	3	"HS01_3/HS11_1"	-0.300448367476911
"A0A0A0MQW1"	"Protein kinase C OS"	"KSR1"	"KSR1"	"TKL"	7.69	"3.66%"	4	3	3	4	1.55e+08	846	94.3	8.69	"HS01"	3	"HS11"	2	0.876	8.4	3	"HS01_3/HS11_2"	-0.190997225060914
"A0A0A0MQW1"	"Protein kinase C OS"	"KSR1"	"KSR1"	"TKL"	7.69	"3.66%"	4	3	3	4	1.55e+08	846	94.3	8.69	"HS01"	3	"HS11"	3	1.129	6.1	3	"HS01_3/HS11_3"	0.175045486110914
"A0A0A0MQW1"	"Protein kinase C OS"	"KSR1"	"KSR1"	"TKL"	7.69	"3.66%"	4	3	3	4	1.55e+08	846	94.3	8.69	"HS11"	2	"HS11"	1	0.76	7.9	3	"HS11_2/HS11_1"	-0.395928676331139
"A0A0A0MQW1"	"Protein kinase C OS"	"KSR1"	"KSR1"	"TKL"	7.69	"3.66%"	4	3	3	4	1.55e+08	846	94.3	8.69	"HS11"	3	"HS11"	1	0.776	9.6	3	"HS11_3/HS11_1"	-0.365871442474959
"A0A0A0MSX3"	"Epithelial discoidin domain-containing receptor 1 OS"	"DDR1"	"DDR1"	"TK"	25.16	"10.69%"	36	7	9	12	2.7e+09	767	85.4	6.96	"HS01"	1	"HS11"	1	0.95	16.8	8	"HS01_1/HS11_1"	-0.0740005814437769
"A0A0A0MSX3"	"Epithelial discoidin domain-containing receptor 1 OS"	"DDR1"	"DDR1"	"TK"	25.16	"10.69%"	36	7	9	12	2.7e+09	767	85.4	6.96	"HS01"	1	"HS11"	2	0.895	22.8	8	"HS01_1/HS11_2"	-0.160040412510468
"A0A0A0MSX3"	"Epithelial discoidin domain-containing receptor 1 OS"	"DDR1"	"DDR1"	"TK"	25.16	"10.69%"	36	7	9	12	2.7e+09	767	85.4	6.96	"HS01"	1	"HS11"	3	1.044	21	8	"HS01_1/HS11_3"	0.0621217119077975
"A0A0A0MSX3"	"Epithelial discoidin domain-containing receptor 1 OS"	"DDR1"	"DDR1"	"TK"	25.16	"10.69%"	36	7	9	12	2.7e+09	767	85.4	6.96	"HS01"	2	"HS11"	1	1.027	26.7	8	"HS01_2/HS11_1"	0.0384361816561079
"A0A0A0MSX3"	"Epithelial discoidin domain-containing receptor 1 OS"	"DDR1"	"DDR1"	"TK"	25.16	"10.69%"	36	7	9	12	2.7e+09	767	85.4	6.96	"HS01"	2	"HS11"	2	1.129	15.6	8	"HS01_2/HS11_2"	0.175045486110914
"A0A0A0MSX3"	"Epithelial discoidin domain-containing receptor 1 OS"	"DDR1"	"DDR1"	"TK"	25.16	"10.69%"	36	7	9	12	2.7e+09	767	85.4	6.96	"HS01"	2	"HS11"	3	1.149	24.9	8	"HS01_2/HS11_3"	0.200378797984026
"A0A0A0MSX3"	"Epithelial discoidin domain-containing receptor 1 OS"	"DDR1"	"DDR1"	"TK"	25.16	"10.69%"	36	7	9	12	2.7e+09	767	85.4	6.96	"HS01"	3	"HS11"	1	1.059	16.1	8	"HS01_3/HS11_1"	0.0827025893302493
"A0A0A0MSX3"	"Epithelial discoidin domain-containing receptor 1 OS"	"DDR1"	"DDR1"	"TK"	25.16	"10.69%"	36	7	9	12	2.7e+09	767	85.4	6.96	"HS01"	3	"HS11"	2	1.216	15.8	8	"HS01_3/HS11_2"	0.282143228781498
"A0A0A0MSX3"	"Epithelial discoidin domain-containing receptor 1 OS"	"DDR1"	"DDR1"	"TK"	25.16	"10.69%"	36	7	9	12	2.7e+09	767	85.4	6.96	"HS01"	3	"HS11"	3	1.044	13	8	"HS01_3/HS11_3"	0.0621217119077975
"A0A0A0MSX3"	"Epithelial discoidin domain-containing receptor 1 OS"	"DDR1"	"DDR1"	"TK"	25.16	"10.69%"	36	7	9	12	2.7e+09	767	85.4	6.96	"HS11"	2	"HS11"	1	1.086	20	8	"HS11_2/HS11_1"	0.119024103142275
"A0A0A0MSX3"	"Epithelial discoidin domain-containing receptor 1 OS"	"DDR1"	"DDR1"	"TK"	25.16	"10.69%"	36	7	9	12	2.7e+09	767	85.4	6.96	"HS11"	3	"HS11"	1	1.133	16.5	8	"HS11_3/HS11_1"	0.180147861158429
"A0A0A0MT23"	"MAP/microtubule affinity-regulating kinase 3 OS"	"MARK3"	"MARK3"	"CAMK"	290.94	"56.04%"	15	30	40	151	4.12e+09	753	84.4	9.57	"HS01"	1	"HS11"	1	0.997	16.3	57	"HS01_1/HS11_1"	-0.00433459026389113
"A0A0A0MT23"	"MAP/microtubule affinity-regulating kinase 3 OS"	"MARK3"	"MARK3"	"CAMK"	290.94	"56.04%"	15	30	40	151	4.12e+09	753	84.4	9.57	"HS01"	1	"HS11"	2	1.019	15.6	57	"HS01_1/HS11_2"	0.0271540515037266
"A0A0A0MT23"	"MAP/microtubule affinity-regulating kinase 3 OS"	"MARK3"	"MARK3"	"CAMK"	290.94	"56.04%"	15	30	40	151	4.12e+09	753	84.4	9.57	"HS01"	1	"HS11"	3	1.028	18.2	57	"HS01_1/HS11_3"	0.0398402645317911
"A0A0A0MT23"	"MAP/microtubule affinity-regulating kinase 3 OS"	"MARK3"	"MARK3"	"CAMK"	290.94	"56.04%"	15	30	40	151	4.12e+09	753	84.4	9.57	"HS01"	2	"HS11"	1	1.012	25.9	57	"HS01_2/HS11_1"	0.0172092900322231
"A0A0A0MT23"	"MAP/microtubule affinity-regulating kinase 3 OS"	"MARK3"	"MARK3"	"CAMK"	290.94	"56.04%"	15	30	40	151	4.12e+09	753	84.4	9.57	"HS01"	2	"HS11"	2	1.01	18.5	57	"HS01_2/HS11_2"	0.0143552929770701
"A0A0A0MT23"	"MAP/microtubule affinity-regulating kinase 3 OS"	"MARK3"	"MARK3"	"CAMK"	290.94	"56.04%"	15	30	40	151	4.12e+09	753	84.4	9.57	"HS01"	2	"HS11"	3	1.007	18.1	57	"HS01_2/HS11_3"	0.0100636833446975
"A0A0A0MT23"	"MAP/microtubule affinity-regulating kinase 3 OS"	"MARK3"	"MARK3"	"CAMK"	290.94	"56.04%"	15	30	40	151	4.12e+09	753	84.4	9.57	"HS01"	3	"HS11"	1	0.999	21.1	57	"HS01_3/HS11_1"	-0.00144341686966872
"A0A0A0MT23"	"MAP/microtubule affinity-regulating kinase 3 OS"	"MARK3"	"MARK3"	"CAMK"	290.94	"56.04%"	15	30	40	151	4.12e+09	753	84.4	9.57	"HS01"	3	"HS11"	2	1.001	13.8	57	"HS01_3/HS11_2"	0.00144197417390632
"A0A0A0MT23"	"MAP/microtubule affinity-regulating kinase 3 OS"	"MARK3"	"MARK3"	"CAMK"	290.94	"56.04%"	15	30	40	151	4.12e+09	753	84.4	9.57	"HS01"	3	"HS11"	3	0.906	18.2	57	"HS01_3/HS11_3"	-0.142417044615852
"A0A0A0MT23"	"MAP/microtubule affinity-regulating kinase 3 OS"	"MARK3"	"MARK3"	"CAMK"	290.94	"56.04%"	15	30	40	151	4.12e+09	753	84.4	9.57	"HS11"	2	"HS11"	1	0.949	19.1	57	"HS11_2/HS11_1"	-0.0755200076409777
"A0A0A0MT23"	"MAP/microtubule affinity-regulating kinase 3 OS"	"MARK3"	"MARK3"	"CAMK"	290.94	"56.04%"	15	30	40	151	4.12e+09	753	84.4	9.57	"HS11"	3	"HS11"	1	0.936	16.7	57	"HS11_3/HS11_1"	-0.0954195650786824
"A0A0A6YYA7"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K2"	"M4K2"	"STE"	7.36	"8.37%"	3	4	5	8	2.27e+08	812	90.8	6.34	"HS01"	1	"HS11"	1	1.044	9.4	5	"HS01_1/HS11_1"	0.0621217119077975
"A0A0A6YYA7"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K2"	"M4K2"	"STE"	7.36	"8.37%"	3	4	5	8	2.27e+08	812	90.8	6.34	"HS01"	1	"HS11"	2	0.961	18.1	5	"HS01_1/HS11_2"	-0.0573916638883367
"A0A0A6YYA7"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K2"	"M4K2"	"STE"	7.36	"8.37%"	3	4	5	8	2.27e+08	812	90.8	6.34	"HS01"	1	"HS11"	3	0.779	13.9	5	"HS01_1/HS11_3"	-0.360304766600418
"A0A0A6YYA7"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K2"	"M4K2"	"STE"	7.36	"8.37%"	3	4	5	8	2.27e+08	812	90.8	6.34	"HS01"	2	"HS11"	1	0.729	17.6	5	"HS01_2/HS11_1"	-0.45600928033515
"A0A0A6YYA7"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K2"	"M4K2"	"STE"	7.36	"8.37%"	3	4	5	8	2.27e+08	812	90.8	6.34	"HS01"	2	"HS11"	2	0.795	5.4	5	"HS01_2/HS11_2"	-0.330973234490369
"A0A0A6YYA7"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K2"	"M4K2"	"STE"	7.36	"8.37%"	3	4	5	8	2.27e+08	812	90.8	6.34	"HS01"	2	"HS11"	3	1.021	4.2	5	"HS01_2/HS11_3"	0.0299828662157143
"A0A0A6YYA7"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K2"	"M4K2"	"STE"	7.36	"8.37%"	3	4	5	8	2.27e+08	812	90.8	6.34	"HS01"	3	"HS11"	1	0.953	2.1	5	"HS01_3/HS11_1"	-0.0694518807521452
"A0A0A6YYA7"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K2"	"M4K2"	"STE"	7.36	"8.37%"	3	4	5	8	2.27e+08	812	90.8	6.34	"HS01"	3	"HS11"	2	1.057	14.2	5	"HS01_3/HS11_2"	0.0799753767205959
"A0A0A6YYA7"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K2"	"M4K2"	"STE"	7.36	"8.37%"	3	4	5	8	2.27e+08	812	90.8	6.34	"HS01"	3	"HS11"	3	1.093	29	5	"HS01_3/HS11_3"	0.128293401009818
"A0A0A6YYA7"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K2"	"M4K2"	"STE"	7.36	"8.37%"	3	4	5	8	2.27e+08	812	90.8	6.34	"HS11"	2	"HS11"	1	1.031	6.1	5	"HS11_2/HS11_1"	0.0440443327060212
"A0A0A6YYA7"	"Mitogen-activated protein kinase kinase kinase kinase OS"	"MAP4K2"	"M4K2"	"STE"	7.36	"8.37%"	3	4	5	8	2.27e+08	812	90.8	6.34	"HS11"	3	"HS11"	1	1.131	16.3	5	"HS11_3/HS11_1"	0.177598929327733
"A0A0C4DGC9"	"Serine/threonine-protein kinase 35 (Fragment) OS"	"STK35"	"STK35"	"Other"	29.04	"27.09%"	3	10	10	13	3.56e+08	395	43.9	9.07	"HS01"	1	"HS11"	1	1.048	4	7	"HS01_1/HS11_1"	0.0676387168753633
"A0A0C4DGC9"	"Serine/threonine-protein kinase 35 (Fragment) OS"	"STK35"	"STK35"	"Other"	29.04	"27.09%"	3	10	10	13	3.56e+08	395	43.9	9.07	"HS01"	1	"HS11"	2	1.242	8.6	7	"HS01_1/HS11_2"	0.312665173558394
"A0A0C4DGC9"	"Serine/threonine-protein kinase 35 (Fragment) OS"	"STK35"	"STK35"	"Other"	29.04	"27.09%"	3	10	10	13	3.56e+08	395	43.9	9.07	"HS01"	1	"HS11"	3	1.11	3.3	7	"HS01_1/HS11_3"	0.150559676575381
"A0A0C4DGC9"	"Serine/threonine-protein kinase 35 (Fragment) OS"	"STK35"	"STK35"	"Other"	29.04	"27.09%"	3	10	10	13	3.56e+08	395	43.9	9.07	"HS01"	2	"HS11"	1	1.125	14.1	7	"HS01_2/HS11_1"	0.169925001442312
"A0A0C4DGC9"	"Serine/threonine-protein kinase 35 (Fragment) OS"	"STK35"	"STK35"	"Other"	29.04	"27.09%"	3	10	10	13	3.56e+08	395	43.9	9.07	"HS01"	2	"HS11"	2	1.007	7.8	7	"HS01_2/HS11_2"	0.0100636833446975
"A0A0C4DGC9"	"Serine/threonine-protein kinase 35 (Fragment) OS"	"STK35"	"STK35"	"Other"	29.04	"27.09%"	3	10	10	13	3.56e+08	395	43.9	9.07	"HS01"	2	"HS11"	3	1.365	7.7	7	"HS01_2/HS11_3"	0.448900951145128
"A0A0C4DGC9"	"Serine/threonine-protein kinase 35 (Fragment) OS"	"STK35"	"STK35"	"Other"	29.04	"27.09%"	3	10	10	13	3.56e+08	395	43.9	9.07	"HS01"	3	"HS11"	1	1.333	18.5	7	"HS01_3/HS11_1"	0.414676780426886
"A0A0C4DGC9"	"Serine/threonine-protein kinase 35 (Fragment) OS"	"STK35"	"STK35"	"Other"	29.04	"27.09%"	3	10	10	13	3.56e+08	395	43.9	9.07	"HS01"	3	"HS11"	2	1.193	12.7	7	"HS01_3/HS11_2"	0.254594043033141
"A0A0C4DGC9"	"Serine/threonine-protein kinase 35 (Fragment) OS"	"STK35"	"STK35"	"Other"	29.04	"27.09%"	3	10	10	13	3.56e+08	395	43.9	9.07	"HS01"	3	"HS11"	3	1.147	3.6	7	"HS01_3/HS11_3"	0.197865391353738
"A0A0C4DGC9"	"Serine/threonine-protein kinase 35 (Fragment) OS"	"STK35"	"STK35"	"Other"	29.04	"27.09%"	3	10	10	13	3.56e+08	395	43.9	9.07	"HS11"	2	"HS11"	1	1.077	9.9	7	"HS11_2/HS11_1"	0.10701824988212
